method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
OASTER-ERP-v3,-5,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.9705415622384874,0.9755117747738974,0.9745123324369982,0.9401960784313727,0.8894268702330989,4.832127033114506,6.944797010035011,4.971017700624167,4.468773576576347,0.6833402237300445,4.468773576576347,14.426470588235293,11.235294117647058,3.1911764705882355,4.832127033114506,6.944797010035011,49.50599360131534,49.50599360131534,0.7941176470588235,nan,nan
OASTER-ERP-v3,-5,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.911611250062099,0.8927848919928099,0.8909037253810482,0.7941176470588236,1.0601339014542708,4.6360615759757,5.412431753405388,9.025225253495258,9.166215541081813,0.7535274049343479,9.166215541081813,12.441176470588236,10.5,1.9411764705882353,4.6360615759757,92.82469179273878,90.36407216114297,90.36407216114297,0.6176470588235294,nan,nan
OASTER-ERP-v3,-5,20,surface_only,case_weighted_within_scenario,68,1,0.9361824846150617,0.9748001023197533,0.9752977267770511,nan,0.9317693162816555,4.715302741063015,7.320762079628033,nan,nan,0.12419230417915801,nan,23.308823529411764,10.411764705882353,12.897058823529411,4.715302741063015,7.320762079628033,nan,nan,nan,0.8529411764705882,nan
OASTER-ERP-v3,0,-10,deep_only,case_weighted_within_scenario,18,1,0.9838888888888889,0.9960660780572932,nan,0.8999999999999999,1.5153445755444823,nan,nan,11.001715993097374,6.9076598829127045,0.6298119870175163,6.9076598829127045,304.0,297.55555555555554,6.444444444444445,nan,nan,118.12566706023861,118.12566706023861,0.5,nan,nan
OASTER-ERP-v3,0,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.9667634617945092,0.974188651800452,0.9738095421728282,0.6725490196078432,1.2404555602277882,15.869363453466539,14.91943232804089,22.286211088421318,17.887778102566624,0.04242279217877183,17.887778102566624,26.397058823529413,10.970588235294118,15.426470588235293,15.869363453466539,14.91943232804089,234.02911185627738,234.02911185627738,0.0,nan,nan
OASTER-ERP-v3,0,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.9217926903700981,0.9018833372120971,0.9002765963138675,0.6333333333333334,1.4190152754370144,9.759313783194173,13.25808304872593,22.249826218619226,19.616131984987007,0.042532167256190495,19.616131984987007,22.88235294117647,7.882352941176471,15.0,9.759313783194173,97.67053523984855,234.02911185627735,234.02911185627735,0.0,nan,nan
OASTER-ERP-v3,0,-10,surface_only,case_weighted_within_scenario,68,1,0.9354265090675801,0.975125864017879,0.9756631881275707,nan,0.9845915788648917,20.817174831536846,20.922466038667526,nan,nan,0.04121201985579465,nan,24.102941176470587,8.985294117647058,15.117647058823529,20.817174831536846,20.922466038667526,nan,nan,nan,1.0,nan
OASTER-ERP-v3,0,-5,deep_only,case_weighted_within_scenario,18,1,0.9988888888888889,0.999822529837171,nan,0.9851851851851853,0.8980559033389766,nan,nan,1.66666661042258,1.66666661042258,1.0,1.66666661042258,347.1666666666667,346.1666666666667,1.0,nan,nan,1.66666661042258,1.66666661042258,1.0,nan,nan
OASTER-ERP-v3,0,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.9718934327971934,0.9806389060332755,0.980549043111966,0.6872549019607842,1.1285584663375894,17.03389024881452,12.914029430223522,21.58359523733499,17.09648682982332,0.07133986213378052,17.09648682982332,25.735294117647058,10.926470588235293,14.808823529411764,17.03389024881452,12.914029430223522,227.2929614987303,227.2929614987303,0.029411764705882353,nan,nan
OASTER-ERP-v3,0,-5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.9217624828719448,0.9158022159022192,0.9144342737614882,0.6156862745098041,1.329909394519107,12.382383652859295,15.591057496039099,22.425262145333527,17.275639276791317,0.04296233125213796,17.275639276791317,27.08823529411765,11.588235294117647,15.5,12.382383652859295,79.83754407257976,234.02911185627735,234.02911185627735,0.0,nan,nan
OASTER-ERP-v3,0,-5,surface_only,case_weighted_within_scenario,68,1,0.94824682877809,0.9820454688567658,0.9825636223409795,nan,0.9112162201588909,18.027145470225875,20.459789349317354,nan,nan,0.042356161147503076,nan,25.970588235294116,10.573529411764707,15.397058823529411,18.027145470225875,20.459789349317354,nan,nan,nan,1.0,nan
OASTER-ERP-v3,0,0,deep_only,case_weighted_within_scenario,18,1,1.0,1.0,nan,1.0,0.5150837432779432,nan,nan,0.0,0.0,1.0,0.0,418.05555555555554,417.05555555555554,1.0,nan,nan,0.0,0.0,1.0,nan,nan
OASTER-ERP-v3,0,0,deep_plus_surface,case_weighted_within_scenario,68,1,0.9674594281461059,0.9750370672310849,0.9745514705379904,0.6970588235294116,1.126775290359566,12.67651868425924,11.528186789332011,19.684007080734215,15.745796860297567,0.13039415675648286,15.745796860297567,23.455882352941178,9.705882352941176,13.75,12.67651868425924,11.528186789332011,213.5265431542434,213.5265431542434,0.08823529411764706,nan,nan
OASTER-ERP-v3,0,0,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.9235790247077762,0.9230491620771087,0.9219161344886625,0.6313725490196079,1.1909295339573376,6.665582149746006,11.80674669429081,21.02135749608599,19.95977626498332,0.09333479752170429,19.95977626498332,23.470588235294116,9.470588235294118,14.0,6.665582149746006,51.022458193464914,227.1459026840339,227.1459026840339,0.029411764705882353,nan,nan
OASTER-ERP-v3,0,0,surface_only,case_weighted_within_scenario,68,1,0.9437867634461045,0.980281549307773,0.9808119057058031,nan,0.86706483295479,10.474328884132873,11.00800229222039,nan,nan,0.04306812615048537,nan,26.014705882352942,10.588235294117647,15.426470588235293,10.474328884132873,11.00800229222039,nan,nan,nan,1.0,nan
OASTER-ERP-v3,0,5,deep_only,case_weighted_within_scenario,18,1,1.0,1.0,nan,1.0,0.37629978018841415,nan,nan,0.0,0.0,1.0,0.0,364.1666666666667,363.1666666666667,1.0,nan,nan,0.0,0.0,1.0,nan,nan
OASTER-ERP-v3,0,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.9686077555614488,0.9777574358592477,0.9774105772081392,0.6960784313725489,1.067459373259462,6.7067483045945515,9.168550785194753,18.649771195311004,13.2327435907517,0.23077391531690472,13.2327435907517,19.941176470588236,8.088235294117647,11.852941176470589,6.7067483045945515,9.168550785194753,203.20172939587823,203.20172939587823,0.1323529411764706,nan,nan
OASTER-ERP-v3,0,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.9336235228068952,0.9190861956962992,0.917658043049607,0.6647058823529413,1.1691984723559048,4.769254804361779,5.183863986484371,18.609767209168826,16.557730765101166,0.2639529037425491,16.557730765101166,21.852941176470587,10.117647058823529,11.735294117647058,4.769254804361779,92.68351758375815,180.43402664851544,180.43402664851544,0.23529411764705882,nan,nan
OASTER-ERP-v3,0,5,surface_only,case_weighted_within_scenario,68,1,0.9426271547153813,0.9797904627341666,0.9803171233404252,nan,0.9004681338735251,8.800626528591419,8.304755560767292,nan,nan,0.058826961403398374,nan,23.955882352941178,9.25,14.705882352941176,8.800626528591419,8.304755560767292,nan,nan,nan,0.9705882352941176,nan
OASTER-ERP-v3,0,10,deep_only,case_weighted_within_scenario,18,1,1.0,1.0,nan,1.0,0.34293016218242384,nan,nan,0.0,0.0,1.0,0.0,436.8333333333333,435.8333333333333,1.0,nan,nan,0.0,0.0,1.0,nan,nan
